order_id,order_item_id,tran_dt,customer_id,dollars,qty,product_id,payment_type_id
1337,1367,2020-02-13,955,2200,4,22,4
1338,1368,2020-02-13,972,450,2,18,3
1339,1369,2020-02-13,464,500,2,16,2
1340,1370,2020-02-13,334,870,3,14,3
1341,1371,2020-02-13,749,825,3,13,3
1342,1372,2020-02-13,851,780,2,7,2
1343,1373,2020-02-13,967,60,1,15,3
1344,1374,2020-02-13,499,390,1,7,2
1345,1375,2020-02-13,911,375,1,6,4
1346,1376,2020-02-14,852,780,2,7,2
1347,1377,2020-02-14,176,1125,3,6,4
1348,1378,2020-02-14,249,1350,3,1,3
1349,1379,2020-02-14,880,160,2,2,2
1350,1380,2020-02-14,252,1350,3,9,2
1351,1381,2020-02-14,449,550,2,13,3
1352,1382,2020-02-14,569,825,3,13,3
1353,1383,2020-02-14,302,360,3,12,2
1354,1384,2020-02-14,402,780,2,7,3
1355,1385,2020-02-14,275,225,1,18,2
1356,1386,2020-02-14,474,390,1,7,2
1357,1387,2020-02-14,130,270,2,17,5
1358,1388,2020-02-14,602,870,3,14,4
1359,1389,2020-02-14,136,300,2,19,4
1360,1390,2020-02-14,800,580,2,14,2
1361,1391,2020-02-14,322,210,1,11,2
1362,1392,2020-02-14,133,550,2,13,4
1363,1393,2020-02-14,998,375,1,6,4
1364,1394,2020-02-14,737,550,1,20,2
1365,1395,2020-02-14,372,500,2,3,2
1366,1396,2020-02-14,965,390,1,7,3
1367,1397,2020-02-14,235,300,2,19,3
1368,1398,2020-02-14,101,580,2,14,2
1369,1399,2020-02-14,526,405,3,17,2
1370,1400,2020-02-14,126,1800,4,1,3
1371,1401,2020-02-14,191,450,1,9,1
1372,1402,2020-02-14,741,500,2,8,2
1373,1403,2020-02-14,482,290,1,14,4
1374,1404,2020-02-14,59,420,2,11,3
1375,1405,2020-02-14,418,450,2,18,2
1376,1406,2020-02-14,939,240,3,2,2
1377,1407,2020-02-14,791,50,1,5,3
1378,1408,2020-02-14,675,825,3,13,2
1379,1409,2020-02-14,779,630,3,11,1
1380,1410,2020-02-15,358,120,2,15,3
1381,1411,2020-02-15,743,360,3,12,2
1382,1412,2020-02-15,444,500,2,16,3
1383,1413,2020-02-15,596,50,1,5,3
1384,1414,2020-02-15,130,800,2,4,2
1385,1415,2020-02-15,414,900,2,1,3
1386,1416,2020-02-15,525,270,2,17,2
1387,1417,2020-02-15,173,500,2,3,3
1388,1418,2020-02-15,190,135,1,17,4
1389,1419,2020-02-15,281,900,2,9,2
1390,1420,2020-02-15,695,390,1,7,4
1387,1421,2020-02-15,173,675,3,18,2
1391,1422,2020-02-15,288,750,3,8,2
1392,1423,2020-02-15,936,580,2,14,2
1393,1424,2020-02-15,598,1170,3,7,3
1394,1425,2020-02-15,303,900,2,1,3
1395,1426,2020-02-15,67,550,1,20,2
1396,1427,2020-02-15,896,165,3,10,4
1386,1428,2020-02-15,525,1200,3,21,3
1397,1429,2020-02-15,875,1100,2,22,3
1398,1430,2020-02-15,440,405,3,17,3
1399,1431,2020-02-15,557,550,1,22,2
1400,1432,2020-02-15,618,135,1,17,5
1401,1433,2020-02-15,54,500,2,16,2
1402,1434,2020-02-15,945,1000,4,8,2
1403,1435,2020-02-15,698,420,2,11,3
1404,1436,2020-02-15,63,480,4,12,4
1405,1437,2020-02-15,4,400,1,21,2
1406,1438,2020-02-15,41,550,2,13,3
1407,1439,2020-02-15,377,50,1,5,2
1408,1440,2020-02-15,615,1200,3,4,2
1409,1441,2020-02-15,285,240,3,2,2
1410,1442,2020-02-15,640,450,2,18,2
1411,1443,2020-02-15,496,300,2,19,4
1412,1444,2020-02-15,882,1350,3,1,1
1413,1445,2020-02-15,56,420,2,11,3
1414,1446,2020-02-16,950,780,2,7,4
1415,1447,2020-02-16,285,275,1,13,1
1416,1448,2020-02-16,43,390,1,7,3
1417,1449,2020-02-16,889,1100,2,20,4
1418,1450,2020-02-16,562,120,2,15,3
1419,1451,2020-02-16,223,630,3,11,2
1420,1452,2020-02-16,934,800,2,4,2
1421,1453,2020-02-16,936,150,3,5,3
1422,1454,2020-02-16,966,300,2,19,2
1423,1455,2020-02-16,320,160,2,2,4
1424,1456,2020-02-16,732,60,1,15,3
1425,1457,2020-02-16,237,120,2,15,2
1426,1458,2020-02-16,552,1560,4,7,2
1427,1459,2020-02-16,75,1560,4,7,5
1428,1460,2020-02-16,831,180,3,15,3
1429,1461,2020-02-16,498,550,2,13,3
1430,1462,2020-02-16,751,160,2,2,2
1431,1463,2020-02-16,127,450,3,19,1
1432,1464,2020-02-16,137,55,1,10,2
1433,1465,2020-02-16,187,210,1,11,3
1434,1466,2020-02-16,932,420,2,11,2
1435,1467,2020-02-16,827,120,1,12,2
1436,1468,2020-02-16,518,450,1,9,3
1437,1469,2020-02-16,235,210,1,11,1
1438,1470,2020-02-16,905,750,3,3,3
1439,1471,2020-02-16,351,825,3,13,5
1440,1472,2020-02-17,269,800,2,21,3
1441,1473,2020-02-17,992,120,1,12,2
1442,1474,2020-02-17,662,900,2,1,2
1443,1475,2020-02-17,836,1350,3,9,2
1444,1476,2020-02-17,469,450,1,9,3
1445,1477,2020-02-17,80,450,1,9,2
1446,1478,2020-02-17,474,800,2,21,3
1447,1479,2020-02-17,955,390,1,7,2
1448,1480,2020-02-17,118,780,2,7,2
1449,1481,2020-02-17,347,750,2,6,2
1450,1482,2020-02-17,651,1170,3,7,2
1451,1483,2020-02-17,877,120,1,12,2
1452,1484,2020-02-17,689,240,2,12,2
1453,1485,2020-02-17,629,270,2,17,3
1454,1486,2020-02-17,415,800,2,21,3
1455,1487,2020-02-17,348,900,2,9,3
1456,1488,2020-02-17,223,750,3,16,4
1457,1489,2020-02-17,945,50,1,5,2
1458,1490,2020-02-17,959,900,2,9,2
1459,1491,2020-02-17,150,450,1,1,3
1460,1492,2020-02-17,542,840,4,11,2
1461,1493,2020-02-17,239,1600,4,21,3
1462,1494,2020-02-17,4,900,4,18,4
1463,1495,2020-02-17,873,60,1,15,3
1464,1496,2020-02-17,557,2200,4,22,2
1465,1497,2020-02-17,809,240,4,15,3
1466,1498,2020-02-17,290,600,4,19,2
1467,1499,2020-02-17,746,1100,4,13,3
1468,1500,2020-02-17,951,500,2,16,2
1469,1501,2020-02-17,13,630,3,11,3
1470,1502,2020-02-17,377,250,1,16,2
1471,1503,2020-02-17,498,110,2,10,2
1472,1504,2020-02-17,702,1500,4,6,2
1473,1505,2020-02-17,338,55,1,10,2
1474,1506,2020-02-17,2,225,1,18,2
1475,1507,2020-02-17,54,250,1,8,2
1476,1508,2020-02-17,493,500,2,8,2
1477,1509,2020-02-17,904,160,2,2,2
1478,1510,2020-02-18,320,580,2,14,2
1479,1511,2020-02-18,800,800,2,4,2
1480,1512,2020-02-18,444,1100,2,22,2
1481,1513,2020-02-18,119,1350,3,9,2
1482,1514,2020-02-18,489,580,2,14,2
1483,1515,2020-02-18,992,1100,2,22,3
1484,1516,2020-02-18,582,800,2,4,4
1485,1517,2020-02-18,141,500,2,8,2
1486,1518,2020-02-18,510,900,2,1,2
1487,1519,2020-02-18,797,210,1,11,2
1488,1520,2020-02-18,296,300,2,19,2
1489,1521,2020-02-18,112,1350,3,1,2
1490,1522,2020-02-18,427,780,2,7,3
1491,1523,2020-02-18,614,1350,3,1,3
1492,1524,2020-02-18,269,300,2,19,4
1493,1525,2020-02-18,207,165,3,10,2
1494,1526,2020-02-18,109,1650,3,20,2
1495,1527,2020-02-18,527,825,3,13,3
1496,1528,2020-02-18,864,120,2,15,4
1497,1529,2020-02-18,43,250,1,16,2
1498,1530,2020-02-18,838,250,1,8,4
1499,1531,2020-02-18,798,160,2,2,2
1500,1532,2020-02-18,118,290,1,14,4
1501,1533,2020-02-18,518,1100,2,20,2
1502,1534,2020-02-18,276,150,1,19,3
1503,1535,2020-02-18,205,80,1,2,2
1504,1536,2020-02-18,729,55,1,10,4
1505,1537,2020-02-18,392,500,2,16,4
1506,1538,2020-02-18,583,1000,4,16,2
1507,1539,2020-02-18,88,500,2,8,2
1508,1540,2020-02-18,334,450,2,18,2
1509,1541,2020-02-18,422,240,2,12,2
1510,1542,2020-02-18,621,60,1,15,3
1511,1543,2020-02-18,235,500,2,8,4
1512,1544,2020-02-18,868,1650,3,20,4
1513,1545,2020-02-18,278,500,2,16,2
1514,1546,2020-02-18,94,750,2,6,4
1515,1547,2020-02-18,833,1200,3,21,3
1516,1548,2020-02-18,772,750,3,8,2
1517,1549,2020-02-18,596,360,3,12,3
1518,1550,2020-02-19,411,1170,3,7,5
1519,1551,2020-02-19,277,750,3,8,2
1520,1552,2020-02-19,518,160,2,2,2
1521,1553,2020-02-19,416,750,3,3,3
1522,1554,2020-02-19,99,1350,3,9,1
1523,1555,2020-02-19,651,240,3,2,2
1524,1556,2020-02-19,967,250,1,8,4
1525,1557,2020-02-19,877,900,2,9,3
1526,1558,2020-02-19,173,250,1,3,3
1527,1559,2020-02-19,393,270,2,17,3
1528,1560,2020-02-19,37,450,1,9,5
1529,1561,2020-02-19,193,1125,3,6,2
1530,1562,2020-02-19,444,100,2,5,3
1531,1563,2020-02-19,137,405,3,17,3
1532,1564,2020-02-19,255,240,4,15,2
1533,1565,2020-02-19,19,780,2,7,3
1534,1566,2020-02-19,755,1600,4,4,2
1535,1567,2020-02-19,271,500,2,3,3
1536,1568,2020-02-19,415,750,3,3,2
1537,1569,2020-02-19,893,240,3,2,2
1538,1570,2020-02-19,13,1200,3,21,1
1539,1571,2020-02-19,882,550,1,22,2
1540,1572,2020-02-20,681,750,3,8,2
1541,1573,2020-02-20,823,1100,2,20,4
1542,1574,2020-02-20,864,1350,3,9,2
1543,1575,2020-02-20,132,550,2,13,5
1544,1576,2020-02-20,118,100,2,5,2
1545,1577,2020-02-20,485,750,3,8,4
1546,1578,2020-02-20,917,210,1,11,3
1547,1579,2020-02-20,989,60,1,15,2
1548,1580,2020-02-20,28,450,1,9,3
1549,1581,2020-02-20,650,135,1,17,3
1550,1582,2020-02-20,261,450,1,1,3
1551,1583,2020-02-20,827,550,2,13,3
1552,1584,2020-02-20,195,1200,3,21,3
1553,1585,2020-02-20,612,150,3,5,2
1554,1586,2020-02-20,205,180,3,15,3
1555,1587,2020-02-20,76,750,2,6,2
1556,1588,2020-02-20,496,180,3,15,2
1557,1589,2020-02-20,477,1350,3,1,3
1558,1590,2020-02-20,419,1200,3,21,3
1559,1591,2020-02-20,410,450,2,18,2
1560,1592,2020-02-20,452,800,2,21,1
1561,1593,2020-02-20,436,800,2,4,2
1562,1594,2020-02-20,789,1100,4,13,3
1563,1595,2020-02-20,363,1600,4,4,2
1564,1596,2020-02-20,99,1100,4,13,2
1565,1597,2020-02-20,896,375,1,6,2
1566,1598,2020-02-20,447,550,1,20,2
1567,1599,2020-02-20,967,420,2,11,3
1568,1600,2020-02-20,128,300,2,19,2
1569,1601,2020-02-20,341,450,2,18,2
1570,1602,2020-02-20,120,1200,3,4,2
1571,1603,2020-02-20,22,250,1,8,2
1572,1604,2020-02-20,311,550,1,20,4
1573,1605,2020-02-20,269,60,1,15,3
1574,1606,2020-02-21,914,580,2,14,2
1575,1607,2020-02-21,785,100,2,5,5
1576,1608,2020-02-21,58,50,1,5,2
1576,1609,2020-02-21,58,750,3,8,2
1577,1610,2020-02-21,466,1200,3,21,3
1578,1611,2020-02-21,993,450,1,1,3
1579,1612,2020-02-21,81,550,1,22,2
1580,1613,2020-02-21,802,500,2,3,5
1581,1614,2020-02-21,665,110,2,10,2
1582,1615,2020-02-21,336,160,2,2,2
1583,1616,2020-02-21,700,100,2,5,2
1584,1617,2020-02-21,34,270,2,17,3
1585,1618,2020-02-21,855,55,1,10,4
1586,1619,2020-02-21,167,900,2,9,2
1587,1620,2020-02-21,976,1100,2,20,2
1588,1621,2020-02-21,746,630,3,11,5
1589,1622,2020-02-21,262,390,1,7,3
1590,1623,2020-02-21,379,870,3,14,2
1591,1624,2020-02-21,910,675,3,18,2
1592,1625,2020-02-21,937,630,3,11,1
1593,1626,2020-02-21,47,400,1,4,2
1594,1627,2020-02-21,7,60,1,15,3
1595,1628,2020-02-21,21,450,3,19,3
1596,1629,2020-02-21,683,450,1,1,2
1597,1630,2020-02-21,544,630,3,11,3
1598,1631,2020-02-21,474,1650,3,20,4
1599,1632,2020-02-21,70,400,1,21,3
1600,1633,2020-02-21,533,300,2,19,2
1601,1634,2020-02-21,396,450,2,18,2
1602,1635,2020-02-21,61,150,1,19,3
1603,1636,2020-02-21,531,825,3,13,2
1604,1637,2020-02-22,732,1100,2,20,2
1605,1638,2020-02-22,709,275,1,13,3
1606,1639,2020-02-22,989,550,2,13,2
1607,1640,2020-02-22,455,750,2,6,2
1608,1641,2020-02-22,611,250,1,8,2
1609,1642,2020-02-22,191,240,3,2,2
1610,1643,2020-02-22,950,135,1,17,3
1611,1644,2020-02-22,132,900,2,9,3
1612,1645,2020-02-22,703,1100,2,22,2
1613,1646,2020-02-22,673,320,4,2,2
1614,1647,2020-02-22,629,60,1,15,3
1615,1648,2020-02-22,679,1100,2,22,2
1616,1649,2020-02-22,334,400,1,21,3
1617,1650,2020-02-22,771,360,3,12,2
1618,1651,2020-02-22,59,400,1,21,3
1619,1652,2020-02-22,168,540,4,17,2
1620,1653,2020-02-22,501,450,1,1,2
1621,1654,2020-02-22,651,1125,3,6,2
1622,1655,2020-02-22,327,1560,4,7,2
1623,1656,2020-02-22,33,500,2,16,2
1624,1657,2020-02-22,612,675,3,18,2
1625,1658,2020-02-22,590,800,2,21,3
1609,1659,2020-02-22,191,290,1,14,4
1626,1660,2020-02-22,465,780,2,7,5
1627,1661,2020-02-22,28,750,3,16,2
1628,1662,2020-02-22,94,275,1,13,2
1629,1663,2020-02-23,467,240,2,12,2
1630,1664,2020-02-23,447,900,2,9,3
1631,1665,2020-02-23,374,450,3,19,2
1632,1666,2020-02-23,774,150,1,19,2
1633,1667,2020-02-23,518,1100,2,22,3
1634,1668,2020-02-23,681,160,2,2,2
1635,1669,2020-02-23,488,375,1,6,4
1636,1670,2020-02-23,349,270,2,17,3
1637,1671,2020-02-23,698,550,1,22,4
1638,1672,2020-02-23,865,240,2,12,2
1639,1673,2020-02-23,304,135,1,17,5
1635,1674,2020-02-23,488,900,2,1,5
1640,1675,2020-02-23,294,800,2,4,4
1641,1676,2020-02-23,387,800,2,21,4
1642,1677,2020-02-23,791,550,2,13,3
1643,1678,2020-02-23,771,450,2,18,2
1644,1679,2020-02-23,977,1100,2,20,4
1645,1680,2020-02-23,831,420,2,11,3
1646,1681,2020-02-23,455,120,2,15,2
1647,1682,2020-02-23,244,100,2,5,3
1648,1683,2020-02-23,65,220,4,10,2
1649,1684,2020-02-23,308,870,3,14,2
1650,1685,2020-02-23,675,400,1,4,2
1651,1686,2020-02-23,161,135,1,17,3
1652,1687,2020-02-23,195,450,1,9,3
1653,1688,2020-02-23,705,500,2,16,2
1654,1689,2020-02-23,659,540,4,17,2
1655,1690,2020-02-23,876,840,4,11,2
1656,1691,2020-02-23,983,1350,3,9,3
1657,1692,2020-02-23,4,500,2,16,2
1658,1693,2020-02-23,260,160,2,2,2
1659,1694,2020-02-23,385,450,1,1,3
1660,1695,2020-02-23,762,1800,4,1,2
1661,1696,2020-02-23,606,1125,3,6,2
1662,1697,2020-02-23,474,210,1,11,4
1663,1698,2020-02-23,363,1200,3,4,2
1664,1699,2020-02-23,333,400,1,21,3
1665,1700,2020-02-23,801,225,1,18,2
1666,1701,2020-02-24,368,1100,2,20,2
1667,1702,2020-02-24,749,135,1,17,3
1668,1703,2020-02-24,824,120,2,15,5
1669,1704,2020-02-24,681,1100,2,22,2
1670,1705,2020-02-24,454,500,2,8,2
1671,1706,2020-02-24,126,900,2,9,3
1672,1707,2020-02-24,285,165,3,10,2
1673,1708,2020-02-24,646,165,3,10,2
1674,1709,2020-02-24,379,300,2,19,2
1675,1710,2020-02-24,423,120,2,15,3
1676,1711,2020-02-24,58,55,1,10,2
1677,1712,2020-02-24,100,120,1,12,2
1678,1713,2020-02-24,856,120,2,15,3
1679,1714,2020-02-24,237,450,2,18,2
1680,1715,2020-02-24,44,900,2,9,3
1681,1716,2020-02-24,392,500,2,8,3
1682,1717,2020-02-24,264,375,1,6,2
1683,1718,2020-02-24,119,1160,4,14,2
1684,1719,2020-02-24,233,450,2,18,2
1685,1720,2020-02-24,549,1200,3,4,2
1686,1721,2020-02-24,868,1100,2,20,2
1687,1722,2020-02-24,98,780,2,7,3
1688,1723,2020-02-24,179,630,3,11,3
1689,1724,2020-02-25,148,110,2,10,2
1690,1725,2020-02-25,196,240,3,2,2
1691,1726,2020-02-25,135,240,3,2,2
1692,1727,2020-02-25,473,825,3,13,3
1693,1728,2020-02-25,209,800,2,21,2
1694,1729,2020-02-25,231,800,2,4,2
1695,1730,2020-02-25,447,60,1,15,3
1696,1731,2020-02-25,692,800,2,4,2
1697,1732,2020-02-25,876,780,2,7,1
1698,1733,2020-02-25,864,780,2,7,2
1699,1734,2020-02-25,36,500,2,8,2
1700,1735,2020-02-25,151,550,1,22,2
1701,1736,2020-02-25,197,450,2,18,2
1702,1737,2020-02-25,513,750,3,3,5
1703,1738,2020-02-25,499,580,2,14,2
1704,1739,2020-02-25,306,275,1,13,3
1705,1740,2020-02-25,81,165,3,10,2
1706,1741,2020-02-25,419,180,3,15,2
1707,1742,2020-02-25,921,120,1,12,2
1708,1743,2020-02-25,201,270,2,17,2
1709,1744,2020-02-25,112,240,2,12,2
1710,1745,2020-02-25,429,450,1,1,3
1711,1746,2020-02-25,297,750,3,8,4
1712,1747,2020-02-25,658,1200,3,4,2
1713,1748,2020-02-25,959,450,1,9,3
1714,1749,2020-02-25,718,750,3,16,2
1715,1750,2020-02-25,215,110,2,10,4
1716,1751,2020-02-25,683,750,3,3,3
1717,1752,2020-02-25,936,1100,2,20,2
1718,1753,2020-02-26,936,1650,3,20,2
1719,1754,2020-02-26,539,1650,3,20,2
1720,1755,2020-02-26,748,1350,3,9,2
1721,1756,2020-02-26,615,1650,3,20,2
1722,1757,2020-02-26,215,240,3,2,4
1723,1758,2020-02-26,959,1200,3,21,1
1724,1759,2020-02-26,979,400,1,21,5
1725,1760,2020-02-26,470,1800,4,1,3
1726,1761,2020-02-26,819,1350,3,1,3
1727,1762,2020-02-26,573,240,2,12,4
1728,1763,2020-02-26,935,275,1,13,3
1729,1764,2020-02-26,245,220,4,10,2
1730,1765,2020-02-26,919,900,2,9,5
1731,1766,2020-02-26,365,150,3,5,2
1732,1767,2020-02-26,38,60,1,15,2
1733,1768,2020-02-26,315,1000,4,3,5
1734,1769,2020-02-26,820,900,2,9,5
1735,1770,2020-02-26,128,150,1,19,3
1736,1771,2020-02-26,710,400,1,21,3
1737,1772,2020-02-26,925,825,3,13,3
1738,1773,2020-02-27,182,550,2,13,3
1739,1774,2020-02-27,448,750,3,16,2
1740,1775,2020-02-27,160,400,1,4,2
1741,1776,2020-02-27,999,1170,3,7,2
1742,1777,2020-02-27,64,630,3,11,2
1743,1778,2020-02-27,361,250,1,8,2
1744,1779,2020-02-27,274,1100,2,20,4
1745,1780,2020-02-27,276,160,2,2,4
1746,1781,2020-02-27,246,450,2,18,2
1747,1782,2020-02-27,633,275,1,13,2
1748,1783,2020-02-27,604,400,1,21,4
1749,1784,2020-02-27,155,405,3,17,2
1750,1785,2020-02-27,366,450,2,18,2
1751,1786,2020-02-27,963,150,1,19,3
1752,1787,2020-02-27,914,450,1,9,3
1753,1788,2020-02-27,511,120,2,15,3
1754,1789,2020-02-27,638,750,2,6,3
1755,1790,2020-02-27,658,290,1,14,2
1756,1791,2020-02-27,175,270,2,17,3
1757,1792,2020-02-27,566,120,2,15,2
1758,1793,2020-02-27,716,1650,3,20,2
1759,1794,2020-02-27,758,1000,4,16,4
1760,1795,2020-02-27,90,290,1,14,2
1761,1796,2020-02-27,953,1350,3,1,4
9804,1797,2020-02-27,276,80,1,2,2
1762,1798,2020-02-27,302,1100,2,22,4
1763,1799,2020-02-27,50,630,3,11,4
1764,1800,2020-02-27,72,800,2,21,2
1765,1801,2020-02-27,363,750,3,16,2
1766,1802,2020-02-27,300,270,2,17,4
1767,1803,2020-02-27,766,110,2,10,2
1768,1804,2020-02-27,525,360,3,12,2
1769,1805,2020-02-27,128,750,2,6,2
1770,1806,2020-02-28,19,1100,2,20,3
1771,1807,2020-02-28,248,180,3,15,1
1772,1808,2020-02-28,886,550,1,22,4
1773,1809,2020-02-28,615,1650,3,20,3
1774,1810,2020-02-28,943,500,2,16,2
1775,1811,2020-02-28,121,450,2,18,2
1776,1812,2020-02-28,88,780,2,7,5
1777,1813,2020-02-28,771,420,2,11,2
1778,1814,2020-02-28,424,250,1,16,2
1779,1815,2020-02-28,933,275,1,13,3
1780,1816,2020-02-28,555,400,1,21,2
1781,1817,2020-02-28,774,900,2,1,4
1782,1818,2020-02-28,287,900,2,9,3
1783,1819,2020-02-28,180,1560,4,7,2
1784,1820,2020-02-28,693,800,2,4,2
1785,1821,2020-02-28,344,165,3,10,2
1786,1822,2020-02-28,803,550,1,20,3
1787,1823,2020-02-28,332,480,4,12,2
1788,1824,2020-02-28,138,1350,3,9,2
1789,1825,2020-02-28,679,900,2,9,4
1790,1826,2020-02-28,198,500,2,16,4
1791,1827,2020-02-28,220,165,3,10,2
1792,1828,2020-02-28,860,1350,3,1,1
1793,1829,2020-02-28,955,450,1,9,4
1794,1830,2020-02-28,157,60,1,15,2
1795,1831,2020-02-28,939,360,3,12,2
1796,1832,2020-02-28,119,800,2,21,1
1797,1833,2020-02-28,539,210,1,11,3
1798,1834,2020-02-28,887,390,1,7,2
1799,1835,2020-02-29,231,900,2,9,1
1800,1836,2020-02-29,372,580,2,14,2
1801,1837,2020-02-29,123,300,2,19,3
1802,1838,2020-02-29,175,450,2,18,2
1803,1839,2020-02-29,407,210,1,11,3
1804,1840,2020-02-29,379,240,3,2,2
1805,1841,2020-02-29,201,300,2,19,2
1806,1842,2020-02-29,488,500,2,3,3
1807,1843,2020-02-29,589,870,3,14,2
1808,1844,2020-02-29,895,160,2,2,2
1809,1845,2020-02-29,24,375,1,6,2
1810,1846,2020-02-29,441,270,2,17,3
1811,1847,2020-02-29,994,900,2,9,5
1812,1848,2020-02-29,95,60,1,15,2
1813,1849,2020-02-29,110,200,4,5,3
1814,1850,2020-02-29,294,600,4,19,5
1815,1851,2020-02-29,956,800,2,4,2
1816,1852,2020-02-29,449,1170,3,7,3
1817,1853,2020-02-29,627,540,4,17,1
1818,1854,2020-02-29,530,1500,4,6,4
1819,1855,2020-02-29,308,1650,3,22,2
1820,1856,2020-02-29,489,2200,4,22,2
1821,1857,2020-02-29,563,290,1,14,2
1822,1858,2020-02-29,52,225,1,18,2
1823,1859,2020-02-29,173,250,1,16,4
1824,1860,2020-02-29,766,550,1,20,2
1825,1861,2020-02-29,767,60,1,15,2
1826,1862,2020-02-29,463,375,1,6,4
1827,1863,2020-02-29,864,500,2,8,3
1828,1864,2020-03-01,716,825,3,13,3
1829,1865,2020-03-01,989,450,1,1,3
1830,1866,2020-03-01,327,800,2,21,2
1831,1867,2020-03-01,199,360,3,12,2
1832,1868,2020-03-01,950,1650,3,20,2
1833,1869,2020-03-01,130,100,2,5,2
1834,1870,2020-03-01,66,405,3,17,3
1835,1871,2020-03-01,416,225,1,18,4
1836,1872,2020-03-01,925,750,3,8,3
1837,1873,2020-03-01,248,500,2,8,2
1838,1874,2020-03-01,743,750,2,6,2
1839,1875,2020-03-01,602,870,3,14,4
1840,1876,2020-03-01,861,1170,3,7,2
1841,1877,2020-03-01,933,580,2,14,2
1842,1878,2020-03-01,653,50,1,5,3
1843,1879,2020-03-01,276,250,1,8,2
1844,1880,2020-03-01,886,400,1,21,2
1845,1881,2020-03-01,876,1600,4,4,2
1846,1882,2020-03-01,883,825,3,13,3
1847,1883,2020-03-01,142,600,4,19,3
1848,1884,2020-03-01,404,210,1,11,2
1849,1885,2020-03-01,873,270,2,17,4
1850,1886,2020-03-01,481,160,2,2,2
1851,1887,2020-03-01,285,210,1,11,3
1852,1888,2020-03-01,615,450,1,9,2
1853,1889,2020-03-01,472,400,1,21,4
1854,1890,2020-03-01,614,630,3,11,2
1844,1891,2020-03-01,886,750,2,6,2
1855,1892,2020-03-02,394,420,2,11,2
1856,1893,2020-03-02,924,165,3,10,2
1857,1894,2020-03-02,61,1100,2,22,2
1858,1895,2020-03-02,231,110,2,10,2
1859,1896,2020-03-02,330,270,2,17,2
1860,1897,2020-03-02,593,1650,3,22,2
1861,1898,2020-03-02,363,120,2,15,3
1862,1899,2020-03-02,984,180,3,15,2
1863,1900,2020-03-02,714,450,1,1,3
1864,1901,2020-03-02,802,1100,2,20,2
1865,1902,2020-03-02,333,400,1,21,2
1866,1903,2020-03-02,124,1650,3,22,2
1867,1904,2020-03-02,633,250,1,8,2
1868,1905,2020-03-02,824,250,1,16,2
1869,1906,2020-03-02,286,60,1,15,1
1870,1907,2020-03-02,50,405,3,17,3
1871,1908,2020-03-02,244,900,4,18,2
1872,1909,2020-03-02,961,160,2,2,2
1873,1910,2020-03-02,353,240,4,15,3
1874,1911,2020-03-02,153,120,2,15,3
1875,1912,2020-03-02,837,750,3,3,5
1876,1913,2020-03-03,294,360,3,12,2
1877,1914,2020-03-03,234,120,2,15,3
1878,1915,2020-03-03,183,400,1,21,3
1879,1916,2020-03-03,925,300,2,19,3
1880,1917,2020-03-03,803,150,3,5,3
1881,1918,2020-03-03,976,450,3,19,4
1882,1919,2020-03-03,783,550,1,22,2
1883,1920,2020-03-03,868,800,2,21,2
1884,1921,2020-03-03,816,250,1,16,4
1885,1922,2020-03-03,999,1100,2,22,2
1886,1923,2020-03-03,571,1125,3,6,3
1887,1924,2020-03-03,506,750,3,3,4
1888,1925,2020-03-03,508,450,1,1,2
1889,1926,2020-03-03,149,360,3,12,4
1890,1927,2020-03-03,590,450,3,19,3
1891,1928,2020-03-03,241,780,2,7,4
1892,1929,2020-03-03,831,900,2,1,2
1893,1930,2020-03-03,470,180,3,15,3
1894,1931,2020-03-03,569,270,2,17,3
1895,1932,2020-03-03,876,450,2,18,2
1896,1933,2020-03-03,401,450,2,18,2
1897,1934,2020-03-03,42,750,2,6,2
1898,1935,2020-03-03,13,750,3,8,2
1899,1936,2020-03-03,530,450,3,19,2
1900,1937,2020-03-03,348,250,1,8,4
1901,1938,2020-03-03,203,1170,3,7,3
1902,1939,2020-03-03,469,80,1,2,2
1903,1940,2020-03-03,464,630,3,11,2
1904,1941,2020-03-03,137,550,2,13,3
1905,1942,2020-03-03,827,450,1,9,3
1889,1943,2020-03-03,149,135,1,17,2
1906,1944,2020-03-03,986,135,1,17,3
1907,1945,2020-03-03,679,180,3,15,5
1908,1946,2020-03-03,806,675,3,18,4
1909,1947,2020-03-03,161,225,1,18,2
1910,1948,2020-03-03,419,60,1,15,1
1911,1949,2020-03-03,870,400,1,21,4
1912,1950,2020-03-03,647,750,2,6,2
1913,1951,2020-03-04,87,500,2,3,3
1914,1952,2020-03-04,672,150,1,19,3
1915,1953,2020-03-04,806,60,1,15,3
1916,1954,2020-03-04,5,750,3,8,3
1917,1955,2020-03-04,267,750,2,6,4
1918,1956,2020-03-04,507,250,1,8,2
1919,1957,2020-03-04,899,550,1,22,4
1920,1958,2020-03-04,412,1170,3,7,3
1921,1959,2020-03-04,318,1350,3,9,3
1922,1960,2020-03-04,168,1500,4,6,2
1923,1961,2020-03-04,656,900,2,9,3
1924,1962,2020-03-04,350,400,1,4,2
1925,1963,2020-03-04,422,100,2,5,2
1926,1964,2020-03-04,527,250,1,8,2
1927,1965,2020-03-04,314,120,1,12,2
1928,1966,2020-03-04,259,550,1,20,3
1929,1967,2020-03-04,513,60,1,15,5
1930,1968,2020-03-04,32,150,3,5,3
