customer_id,sales,units,orders,unique_products_bought,unique_payments_used,unique_categories_bought,aov,aur,upt,category_a_sales,category_b_sales,category_c_sales,category_d_sales,category_e_sales,category_a_units,category_b_units,category_c_units,category_d_units,category_e_units,payment_cash,payment_credit,payment_debit,payment_gc,payment_others,email_subscribed,omni_shopper
190,3295,14,7,6,4,3,470.7142857142857,235.35714285714286,2.0,0.5887708649468892,0.25948406676783003,0.15174506828528073,,,0.42857142857142855,0.42857142857142855,0.14285714285714285,,,,0.5220030349013657,0.18209408194233687,0.16843702579666162,0.1274658573596358,0,0
191,12260,44,21,11,5,5,583.8095238095239,278.6363636363636,2.0952380952380953,0.5163132137030995,0.07504078303425775,0.06769983686786298,0.30587275693311583,0.03507340946166395,0.36363636363636365,0.22727272727272727,0.06818181818181818,0.1590909090909091,0.18181818181818182,0.11011419249592169,0.33727569331158236,0.3890701468189233,0.1268352365415987,0.0367047308319739,0,0
192,4995,18,10,9,4,5,499.5,277.5,1.8,0.36436436436436437,0.08108108108108109,0.22022022022022023,0.3003003003003003,0.03403403403403404,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.24424424424424424,0.4044044044044044,0.27127127127127126,0.08008008008008008,,1,1
193,14665,45,20,14,5,4,733.25,325.8888888888889,2.25,0.5192635526764405,0.08182748039549949,0.26593931128537335,0.13296965564268667,,0.37777777777777777,0.2,0.3333333333333333,0.08888888888888889,,0.010228435049437436,0.4930105693828844,0.31537674735765425,0.12410501193317422,0.057279236276849645,1,0
194,15180,50,22,12,4,4,690.0,303.6,2.272727272727273,0.6627140974967062,0.041501976284584984,0.22332015810276679,0.07246376811594203,,0.56,0.14,0.26,0.04,,0.14163372859025034,0.419631093544137,0.3102766798418972,,0.12845849802371542,0,0
195,3075,12,5,5,3,3,615.0,256.25,2.4,0.6634146341463415,0.1902439024390244,,0.14634146341463414,,0.5833333333333334,0.3333333333333333,,0.08333333333333333,,,0.4195121951219512,0.5365853658536586,0.04390243902439024,,0,0
196,3660,16,7,5,2,4,522.8571428571429,228.75,2.2857142857142856,0.273224043715847,0.19672131147540983,0.07923497267759563,0.45081967213114754,,0.25,0.5,0.0625,0.1875,,,0.726775956284153,,0.273224043715847,,1,0
197,4880,21,10,8,3,3,488.0,232.38095238095238,2.1,0.6700819672131147,,0.28688524590163933,,0.0430327868852459,0.5238095238095238,,0.2857142857142857,,0.19047619047619047,,0.29713114754098363,0.22643442622950818,0.4764344262295082,,0,0
198,10040,46,20,14,4,5,502.0,218.2608695652174,2.3,0.19223107569721115,0.2196215139442231,0.22659362549800796,0.3286852589641434,0.03286852589641434,0.15217391304347827,0.34782608695652173,0.1956521739130435,0.17391304347826086,0.13043478260869565,,0.5313745019920318,0.11852589641434264,0.25747011952191234,0.09262948207171315,0,0
199,13820,53,20,14,3,4,691.0,260.75471698113205,2.65,0.2011577424023155,0.164616497829233,0.3918234442836469,0.24240231548480462,,0.1509433962264151,0.33962264150943394,0.37735849056603776,0.1320754716981132,,,0.6208393632416788,0.18596237337192476,0.19319826338639653,,1,1
200,2000,8,4,4,2,3,500.0,250.0,2.0,0.825,,0.125,,0.05,0.625,,0.125,,0.25,,0.375,0.625,,,1,0
201,7290,22,9,8,2,4,810.0,331.3636363636364,2.4444444444444446,0.51440329218107,0.07818930041152264,0.18792866941015088,0.2194787379972565,,0.4090909090909091,0.18181818181818182,0.22727272727272727,0.18181818181818182,,,0.53360768175583,,0.4663923182441701,,0,0
202,4520,14,7,7,3,4,645.7142857142857,322.85714285714283,2.0,0.5376106194690266,0.05309734513274336,0.16592920353982302,0.24336283185840707,,0.5,0.14285714285714285,0.21428571428571427,0.14285714285714285,,,0.40707964601769914,0.45353982300884954,,0.13938053097345132,1,0
203,3490,13,6,6,3,3,581.6666666666666,268.46153846153845,2.1666666666666665,0.6934097421203438,0.17765042979942694,,0.12893982808022922,,0.46153846153846156,0.46153846153846156,,0.07692307692307693,,0.08595988538681948,0.22063037249283668,0.6934097421203438,,,1,0
204,4880,18,7,6,3,3,697.1428571428571,271.1111111111111,2.5714285714285716,0.5081967213114754,,0.4713114754098361,,0.020491803278688523,0.3888888888888889,,0.5,,0.1111111111111111,,0.4672131147540984,0.020491803278688523,0.5122950819672131,,0,0
205,9135,46,21,15,5,5,435.0,198.58695652173913,2.1904761904761907,0.5385878489326765,0.10509031198686371,0.14012041598248495,0.13136288998357964,0.08483853311439518,0.34782608695652173,0.17391304347826086,0.10869565217391304,0.06521739130434782,0.30434782608695654,0.016420361247947456,0.4367816091954023,0.421455938697318,0.07279693486590039,0.052545155993431854,1,0
206,12420,43,19,12,4,5,653.6842105263158,288.83720930232556,2.263157894736842,0.4714170692431562,0.0644122383252818,0.10869565217391304,0.3462157809983897,0.009259259259259259,0.3953488372093023,0.18604651162790697,0.13953488372093023,0.23255813953488372,0.046511627906976744,,0.48188405797101447,0.40700483091787437,0.03864734299516908,0.07246376811594203,0,0
207,8810,46,21,15,5,5,419.5238095238095,191.52173913043478,2.1904761904761907,0.2690124858115778,0.2758229284903519,0.21623155505107833,0.19296254256526674,0.04597048808172531,0.17391304347826086,0.43478260869565216,0.15217391304347827,0.08695652173913043,0.15217391304347827,0.00681044267877412,0.4216799091940976,0.3904653802497162,0.12996594778660614,0.0510783200908059,1,1
208,2620,12,6,6,3,4,436.6666666666667,218.33333333333334,2.0,0.5267175572519084,,0.19083969465648856,0.1717557251908397,0.11068702290076336,0.3333333333333333,,0.16666666666666666,0.08333333333333333,0.4166666666666667,,0.23282442748091603,0.6984732824427481,0.06870229007633588,,1,0
209,10140,46,20,12,4,5,507.0,220.43478260869566,2.3,0.3136094674556213,0.14349112426035504,0.44921104536489154,0.03944773175542406,0.054240631163708086,0.17391304347826086,0.21739130434782608,0.3695652173913043,0.021739130434782608,0.21739130434782608,,0.5162721893491125,0.28007889546351084,0.1222879684418146,0.08136094674556213,1,1
210,1900,12,5,5,4,4,380.0,158.33333333333334,2.4,0.5921052631578947,0.08421052631578947,0.14473684210526316,,0.17894736842105263,0.25,0.16666666666666666,0.08333333333333333,,0.5,,0.7078947368421052,0.06315789473684211,0.08421052631578947,0.14473684210526316,0,0
211,7730,18,8,5,4,4,966.25,429.44444444444446,2.25,0.4269081500646831,,0.03557567917205692,0.5304010349288486,0.0071151358344113845,0.3333333333333333,,0.05555555555555555,0.5555555555555556,0.05555555555555555,,0.6410090556274256,0.11642949547218628,0.2069857697283312,0.03557567917205692,1,1
212,11035,46,20,14,4,5,551.75,239.8913043478261,2.3,0.5101948346171273,0.139555958314454,0.07884005437245128,0.2310829179882193,0.04032623470774807,0.34782608695652173,0.2826086956521739,0.06521739130434782,0.13043478260869565,0.17391304347826086,0.12233801540552787,0.5219755323969189,0.3262347077480743,0.02945174444947893,,0,0
213,4635,18,9,7,3,4,515.0,257.5,2.0,0.21790722761596548,0.06472491909385113,0.6202804746494067,0.0970873786407767,,0.16666666666666666,0.1111111111111111,0.6666666666666666,0.05555555555555555,,,0.52319309600863,0.43149946062567424,,0.045307443365695796,1,1
214,4155,19,10,10,4,5,415.5,218.68421052631578,1.9,0.13237063778580024,0.18531889290012032,0.34296028880866425,0.3008423586040915,0.03850782190132371,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.024067388688327317,0.3525872442839952,0.6040914560770156,0.019253910950661854,,1,1
215,8890,39,20,15,4,5,444.5,227.94871794871796,1.95,0.4392575928008999,0.10236220472440945,0.327896512935883,0.09561304836895389,0.03487064116985377,0.28205128205128205,0.23076923076923078,0.28205128205128205,0.05128205128205128,0.15384615384615385,,0.5680539932508436,0.25646794150731156,0.16985376827896512,0.00562429696287964,1,1
216,885,9,3,2,2,1,295.0,98.33333333333333,3.0,,1.0,,,,,1.0,,,,,0.7288135593220338,0.2711864406779661,,,0,0
217,4215,18,9,8,3,5,468.3333333333333,234.16666666666666,2.0,0.2775800711743772,0.08540925266903915,0.3475682087781732,0.2609727164887307,0.028469750889679714,0.2777777777777778,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,,0.6144721233689205,0.1933570581257414,0.19217081850533807,,1,0
218,1750,4,3,3,2,2,583.3333333333334,437.5,1.3333333333333333,0.5142857142857142,,,0.4857142857142857,,0.5,,,0.5,,,0.22857142857142856,0.7714285714285715,,,0,0
219,6265,19,10,7,3,5,626.5,329.7368421052632,1.9,0.36233040702314445,0.08619313647246608,0.07182761372705507,0.47086991221069435,0.008778930566640064,0.2631578947368421,0.21052631578947367,0.10526315789473684,0.3684210526315789,0.05263157894736842,,0.62170790103751,0.19154030327214686,0.18675179569034317,,0,0
220,12900,46,19,12,4,5,678.9473684210526,280.4347826086956,2.4210526315789473,0.49767441860465117,0.046511627906976744,0.2631782945736434,0.16279069767441862,0.029844961240310077,0.32608695652173914,0.13043478260869565,0.2826086956521739,0.10869565217391304,0.15217391304347827,0.06395348837209303,0.2391472868217054,0.3992248062015504,0.29767441860465116,,0,0
221,13590,55,22,16,3,5,617.7272727272727,247.0909090909091,2.5,0.4628403237674761,0.1210448859455482,0.20382634289919058,0.18027961736571008,0.03200883002207505,0.32727272727272727,0.23636363636363636,0.2,0.09090909090909091,0.14545454545454545,,0.7704194260485652,0.11920529801324503,0.11037527593818984,,1,0
222,595,5,3,2,2,2,198.33333333333334,119.0,1.6666666666666667,,0.907563025210084,,,0.09243697478991597,,0.8,,,0.2,,0.773109243697479,0.226890756302521,,,0,0
223,11175,54,23,13,4,5,485.8695652173913,206.94444444444446,2.347826086956522,0.4577181208053691,0.13512304250559284,0.19463087248322147,0.1610738255033557,0.05145413870246085,0.3148148148148148,0.24074074074074073,0.16666666666666666,0.07407407407407407,0.2037037037037037,,0.43087248322147653,0.38926174496644295,0.16644295302013423,0.013422818791946308,0,0
224,2610,10,4,4,2,3,652.5,261.0,2.5,0.735632183908046,0.09195402298850575,0.1724137931034483,,,0.5,0.3,0.2,,,,0.5517241379310345,0.4482758620689655,,,1,0
225,1035,9,4,3,2,2,258.75,115.0,2.25,,0.5410628019323671,0.45893719806763283,,,,0.7777777777777778,0.2222222222222222,,,,0.7681159420289855,,0.2318840579710145,,0,0
226,2550,10,4,3,2,3,637.5,255.0,2.5,0.7058823529411765,,0.21568627450980393,,0.0784313725490196,0.4,,0.2,,0.4,,0.0784313725490196,0.9215686274509803,,,0,0
227,3240,13,7,5,2,2,462.85714285714283,249.23076923076923,1.8571428571428572,0.3734567901234568,,0.6265432098765432,,,0.38461538461538464,,0.6153846153846154,,,,0.691358024691358,0.30864197530864196,,,1,1
228,4830,14,7,7,2,4,690.0,345.0,2.0,0.6107660455486542,0.13043478260869565,0.051759834368530024,0.2070393374741201,,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.14285714285714285,,,0.855072463768116,0.14492753623188406,,,0,0
229,3050,11,5,3,2,3,610.0,277.27272727272725,2.2,,0.14754098360655737,0.4098360655737705,0.4426229508196721,,,0.2727272727272727,0.45454545454545453,0.2727272727272727,,,0.7049180327868853,0.29508196721311475,,,0,0
230,4675,17,8,8,3,5,584.375,275.0,2.125,0.6267379679144385,0.10374331550802139,0.16042780748663102,0.0855614973262032,0.023529411764705882,0.4117647058823529,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.11764705882352941,,0.7304812834224599,0.16684491978609625,0.10267379679144385,,0,0
231,14730,51,20,13,4,5,736.5,288.8235294117647,2.55,0.2681602172437203,0.08214528173794976,0.2447386286490156,0.3937542430414121,0.01120162932790224,0.23529411764705882,0.19607843137254902,0.2549019607843137,0.2549019607843137,0.058823529411764705,0.06109979633401222,0.43380855397148677,0.36388323150033947,0.14120841819416158,,1,0
232,6175,18,9,8,4,4,686.1111111111111,343.05555555555554,2.0,0.6024291497975709,0.04129554655870445,0.21052631578947367,0.145748987854251,,0.5,0.1111111111111111,0.2777777777777778,0.1111111111111111,,0.18947368421052632,0.29473684210526313,0.25668016194331983,0.2591093117408907,,1,0
233,12150,43,20,12,4,4,607.5,282.5581395348837,2.15,0.47818930041152263,0.15555555555555556,0.12757201646090535,0.23868312757201646,,0.4186046511627907,0.3023255813953488,0.13953488372093023,0.13953488372093023,,,0.4679012345679012,0.337037037037037,0.1308641975308642,0.06419753086419754,0,0
234,5460,16,7,7,2,4,780.0,341.25,2.2857142857142856,0.73992673992674,,0.09157509157509157,0.14652014652014653,0.02197802197802198,0.625,,0.125,0.125,0.125,,0.5164835164835165,0.4835164835164835,,,1,0
235,12865,50,23,15,5,5,559.3478260869565,257.3,2.1739130434782608,0.47337738048970074,0.050524679362611735,0.3458997279440342,0.10104935872522347,0.029148853478429847,0.34,0.1,0.36,0.06,0.14,0.016323357947920714,0.38243295763699964,0.4601632335794792,0.09832879906723668,0.04275165176836378,0,0
236,14010,37,20,13,3,5,700.5,378.64864864864865,1.85,0.4782298358315489,0.014275517487508922,0.139186295503212,0.36045681655960027,0.007851534618129907,0.40540540540540543,0.05405405405405406,0.21621621621621623,0.2702702702702703,0.05405405405405406,,0.6702355460385439,0.16773733047822983,0.16202712348322626,,1,1
237,2185,13,6,3,2,2,364.1666666666667,168.07692307692307,2.1666666666666665,,,0.8352402745995423,,0.16475972540045766,,,0.5384615384615384,,0.46153846153846156,,0.6384439359267735,0.36155606407322655,,,1,0
238,420,7,3,3,2,2,140.0,60.0,2.3333333333333335,,0.19047619047619047,,,0.8095238095238095,,0.14285714285714285,,,0.8571428571428571,,0.7142857142857143,0.2857142857142857,,,1,1
239,4310,12,6,6,3,4,718.3333333333334,359.1666666666667,2.0,0.37122969837587005,0.09744779582366589,0.06728538283062645,0.46403712296983757,,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,,,0.2552204176334107,0.6774941995359629,0.06728538283062645,,1,0
240,5955,25,10,9,4,5,595.5,238.2,2.5,0.3308144416456759,0.2040302267002519,0.3140218303946264,0.1343408900083963,0.016792611251049538,0.2,0.36,0.28,0.08,0.08,0.235936188077246,0.2703610411418976,0.34760705289672544,0.14609571788413098,,1,1
241,2795,9,4,4,2,3,698.75,310.55555555555554,2.25,0.6726296958855098,0.08586762075134168,0.24150268336314848,,,0.4444444444444444,0.2222222222222222,0.3333333333333333,,,,0.7209302325581395,,0.27906976744186046,,1,1
242,1360,7,3,3,2,3,453.3333333333333,194.28571428571428,2.3333333333333335,,0.2647058823529412,,0.6617647058823529,0.07352941176470588,,0.42857142857142855,,0.2857142857142857,0.2857142857142857,0.6617647058823529,0.3382352941176471,,,,0,0
243,4615,22,9,9,4,5,512.7777777777778,209.77272727272728,2.4444444444444446,0.49404117009750814,0.2047670639219935,0.059588299024918745,0.1733477789815818,0.06825568797399784,0.2727272727272727,0.3181818181818182,0.045454545454545456,0.09090909090909091,0.2727272727272727,0.09750812567713976,0.562296858071506,0.13434452871072589,0.20585048754062837,,0,0
244,3450,13,7,7,3,4,492.85714285714283,265.38461538461536,1.8571428571428572,0.27246376811594203,,0.3333333333333333,0.34782608695652173,0.0463768115942029,0.15384615384615385,,0.38461538461538464,0.23076923076923078,0.23076923076923078,,0.7681159420289855,0.11884057971014493,,0.11304347826086956,0,0
245,4945,18,8,6,3,5,618.125,274.72222222222223,2.25,0.1820020222446916,0.043478260869565216,0.15166835187057634,0.5561172901921132,0.06673407482305359,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.3333333333333333,,0.4570273003033367,0.5156723963599595,0.027300303336703743,,1,0
246,2710,11,5,4,1,3,542.0,246.36363636363637,2.2,0.5350553505535055,0.13284132841328414,0.33210332103321033,,,0.36363636363636365,0.2727272727272727,0.36363636363636365,,,,1.0,,,,0,0
247,3415,13,6,6,2,3,569.1666666666666,262.6923076923077,2.1666666666666665,,0.1273792093704246,0.6090775988286969,0.2635431918008785,,,0.23076923076923078,0.6153846153846154,0.15384615384615385,,,0.7364568081991215,0.2635431918008785,,,1,0
248,10195,42,19,15,3,5,536.578947368421,242.73809523809524,2.210526315789474,0.37812653261402646,0.0946542422756253,0.26042177538008826,0.22069641981363414,0.0461010299166258,0.23809523809523808,0.21428571428571427,0.23809523809523808,0.11904761904761904,0.19047619047619047,0.01765571358509073,0.6777832270720942,0.30456105934281513,,,0,0
249,13320,50,22,15,4,5,605.4545454545455,266.4,2.272727272727273,0.4283033033033033,0.07282282282282282,0.2608858858858859,0.20270270270270271,0.03528528528528529,0.26,0.16,0.28,0.12,0.18,0.0037537537537537537,0.49286786786786785,0.38325825825825827,0.12012012012012012,,0,0
250,2700,11,6,4,3,4,450.0,245.45454545454547,1.8333333333333333,0.07777777777777778,0.2,0.2777777777777778,0.4444444444444444,,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,,,0.412962962962963,0.1425925925925926,0.4444444444444444,,0,0
251,5655,19,9,7,4,4,628.3333333333334,297.63157894736844,2.111111111111111,0.8470380194518126,0.026525198938992044,0.09725906277630415,,0.029177718832891247,0.6842105263157895,0.05263157894736842,0.10526315789473684,,0.15789473684210525,,0.7126436781609196,0.20866489832007074,0.009725906277630416,0.06896551724137931,1,1
252,12980,45,21,14,3,5,618.0952380952381,288.44444444444446,2.142857142857143,0.45685670261941447,0.07395993836671803,0.25346687211093993,0.20801232665639446,0.007704160246533128,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.13333333333333333,0.044444444444444446,,0.5385208012326657,0.25038520801232667,0.2110939907550077,,1,0
253,11450,42,21,16,5,5,545.2380952380952,272.6190476190476,2.0,0.6,0.05152838427947598,0.18340611353711792,0.11790393013100436,0.04716157205240175,0.38095238095238093,0.11904761904761904,0.19047619047619047,0.07142857142857142,0.23809523809523808,0.01834061135371179,0.5432314410480349,0.1615720524017467,0.2427947598253275,0.03406113537117904,0,0
254,6980,21,10,8,3,4,698.0,332.3809523809524,2.1,0.30515759312320917,0.03868194842406877,,0.6303724928366762,0.025787965616045846,0.2857142857142857,0.09523809523809523,,0.47619047619047616,0.14285714285714285,,0.5415472779369628,0.18624641833810887,0.2722063037249284,,1,1
255,10545,42,18,13,3,5,585.8333333333334,251.07142857142858,2.3333333333333335,0.1939307728781413,0.02418207681365576,0.40208629682313896,0.3129445234708393,0.06685633001422475,0.14285714285714285,0.047619047619047616,0.38095238095238093,0.14285714285714285,0.2857142857142857,,0.3314366998577525,0.2498814604077762,0.4186818397344713,,1,1
256,1140,6,3,3,3,3,380.0,190.0,2.0,0.6578947368421053,0.23684210526315788,,,0.10526315789473684,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.10526315789473684,0.6578947368421053,0.23684210526315788,,,1,0
257,2275,5,3,3,1,2,758.3333333333334,455.0,1.6666666666666667,0.5164835164835165,,,0.4835164835164835,,0.6,,,0.4,,,1.0,,,,1,0
258,3430,12,6,6,4,5,571.6666666666666,285.8333333333333,2.0,0.3469387755102041,0.06997084548104957,0.16034985422740525,0.3935860058309038,0.029154518950437316,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16034985422740525,0.06997084548104957,0.6559766763848397,0.11370262390670553,,1,0
259,3390,11,5,4,3,3,678.0,308.1818181818182,2.2,,0.07079646017699115,0.4424778761061947,0.48672566371681414,,,0.18181818181818182,0.5454545454545454,0.2727272727272727,,,0.7669616519174042,0.16224188790560473,0.07079646017699115,,1,0
260,7125,19,10,7,2,5,712.5,375.0,1.9,0.7789473684210526,0.02245614035087719,0.07929824561403509,0.11228070175438597,0.007017543859649123,0.631578947368421,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,,0.9929824561403509,,0.007017543859649123,,1,0
261,5820,19,10,9,4,5,582.0,306.3157894736842,1.9,0.5807560137457045,0.027491408934707903,0.22766323024054982,0.15463917525773196,0.009450171821305841,0.47368421052631576,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.05263157894736842,,0.5867697594501718,0.16323024054982818,0.14175257731958762,0.10824742268041238,1,0
262,3065,10,7,7,3,4,437.85714285714283,306.5,1.4285714285714286,0.4371941272430669,,0.2528548123980424,0.2936378466557912,0.01631321370309951,0.4,,0.3,0.2,0.1,,0.4730831973898858,0.233278955954323,0.2936378466557912,,0,0
263,3405,10,5,5,2,4,681.0,340.5,2.0,0.3436123348017621,,0.315712187958884,0.32305433186490456,0.01762114537444934,0.3,,0.4,0.2,0.1,,0.6769456681350955,,0.32305433186490456,,1,0
264,1855,9,6,6,2,4,309.1666666666667,206.11111111111111,1.5,0.49865229110512127,0.1509433962264151,0.29649595687331537,,0.05390835579514825,0.2222222222222222,0.3333333333333333,0.2222222222222222,,0.2222222222222222,,0.9353099730458221,0.0646900269541779,,,0,0
265,3825,15,7,6,2,4,546.4285714285714,255.0,2.142857142857143,0.7294117647058823,0.03529411764705882,0.19607843137254902,,0.0392156862745098,0.5333333333333333,0.06666666666666667,0.2,,0.2,,0.2980392156862745,0.7019607843137254,,,0,0
266,2210,10,5,5,4,4,442.0,221.0,2.0,0.48868778280542985,,0.248868778280543,0.18099547511312217,0.08144796380090498,0.4,,0.2,0.1,0.3,0.248868778280543,0.38461538461538464,0.2850678733031674,,0.08144796380090498,0,0
267,6350,20,6,6,4,2,1058.3333333333333,317.5,3.3333333333333335,0.8551181102362204,0.14488188976377953,,,,0.6,0.4,,,,,0.3102362204724409,0.2125984251968504,0.2409448818897638,0.23622047244094488,1,0
268,3680,13,6,5,3,4,613.3333333333334,283.0769230769231,2.1666666666666665,0.17119565217391305,,0.14945652173913043,0.6385869565217391,0.04076086956521739,0.23076923076923078,,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.24456521739130435,0.36141304347826086,0.39402173913043476,,,0,0
269,10940,42,20,12,3,5,547.0,260.4761904761905,2.1,0.5694698354661791,0.10968921389396709,0.13711151736745886,0.14625228519195613,0.037477148080438755,0.38095238095238093,0.21428571428571427,0.14285714285714285,0.09523809523809523,0.16666666666666666,,0.4227605118829982,0.40036563071297987,0.17687385740402195,,0,0
270,4255,21,9,7,3,4,472.77777777777777,202.61904761904762,2.3333333333333335,0.282021151586369,0.09870740305522914,0.5240893066980024,,0.09518213866039953,0.14285714285714285,0.14285714285714285,0.38095238095238093,,0.3333333333333333,,0.6615746180963572,0.3102232667450059,,0.0282021151586369,0,0
271,4770,16,8,7,2,5,596.25,298.125,2.0,0.5471698113207547,0.031446540880503145,0.20964360587002095,0.18867924528301888,0.023060796645702306,0.4375,0.0625,0.25,0.125,0.125,,0.7463312368972747,0.25366876310272535,,,1,0
272,5905,23,10,9,4,5,590.5,256.7391304347826,2.3,0.41490262489415747,0.05927180355630821,0.275190516511431,0.20321761219305673,0.04741744284504657,0.21739130434782608,0.13043478260869565,0.30434782608695654,0.13043478260869565,0.21739130434782608,,0.8247248094834886,0.13124470787468248,0.013547840812870448,0.03048264182895851,0,0
273,4440,21,9,9,3,5,493.3333333333333,211.42857142857142,2.3333333333333335,0.24774774774774774,0.24324324324324326,0.36036036036036034,0.10135135135135136,0.0472972972972973,0.09523809523809523,0.38095238095238093,0.2857142857142857,0.047619047619047616,0.19047619047619047,,0.8243243243243243,,0.05405405405405406,0.12162162162162163,1,0
274,13570,44,23,15,5,5,590.0,308.40909090909093,1.9130434782608696,0.29108327192336036,0.09285187914517318,0.30950626381724394,0.3021370670596905,0.004421518054532056,0.22727272727272727,0.20454545454545456,0.36363636363636365,0.18181818181818182,0.022727272727272728,0.12527634487840825,0.38761974944731026,0.3058216654384672,0.11495946941783346,0.06632277081798084,0,0
275,12440,46,23,14,5,5,540.8695652173913,270.4347826086956,2.0,0.3155144694533762,0.0204983922829582,0.28938906752411575,0.317524115755627,0.05707395498392283,0.17391304347826086,0.043478260869565216,0.30434782608695654,0.1956521739130435,0.2826086956521739,0.08319935691318328,0.487540192926045,0.3372186495176849,0.04782958199356913,0.04421221864951769,1,0
276,12715,51,20,15,4,5,635.75,249.31372549019608,2.55,0.3602044828942194,0.0684231222965002,0.38891073535194653,0.14942980731419583,0.03303185214313802,0.21568627450980393,0.19607843137254902,0.37254901960784315,0.0784313725490196,0.13725490196078433,0.07864726700747149,0.7192292567833268,0.12111679119150609,0.08100668501769563,,1,0
277,11255,49,21,16,4,5,535.952380952381,229.69387755102042,2.3333333333333335,0.1928031985784096,0.123500666370502,0.3736117281208352,0.2621057307863172,0.04797867614393603,0.12244897959183673,0.22448979591836735,0.32653061224489793,0.14285714285714285,0.1836734693877551,0.011994669035984007,0.5250999555752999,0.22745446468236338,0.23545091070635274,,0,0
278,3350,20,10,7,2,4,335.0,167.5,2.0,0.417910447761194,0.3208955223880597,0.23134328358208955,,0.029850746268656716,0.25,0.5,0.15,,0.1,,0.6492537313432836,0.35074626865671643,,,0,0
279,3800,16,8,5,3,3,475.0,237.5,2.0,0.3026315789473684,0.15789473684210525,0.5394736842105263,,,0.25,0.25,0.5,,,,0.6842105263157895,0.2565789473684211,0.05921052631578947,,1,1
280,3390,11,5,5,3,4,678.0,308.1818181818182,2.2,0.7168141592920354,0.10619469026548672,0.16224188790560473,,0.014749262536873156,0.45454545454545453,0.2727272727272727,0.18181818181818182,,0.09090909090909091,,0.10619469026548672,0.2448377581120944,0.6489675516224189,,0,0
281,4530,11,6,6,3,4,755.0,411.8181818181818,1.8333333333333333,0.4503311258278146,0.052980132450331126,0.05518763796909492,0.44150110375275936,,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.36363636363636365,,0.08609271523178808,0.8609271523178808,0.052980132450331126,,,1,0
282,940,5,3,3,2,2,313.3333333333333,188.0,1.6666666666666667,,0.2553191489361702,0.7446808510638298,,,,0.4,0.6,,,,0.5212765957446809,,0.4787234042553192,,1,1
283,4970,13,6,6,2,3,828.3333333333334,382.3076923076923,2.1666666666666665,0.5553319919517102,,,0.4225352112676056,0.022132796780684104,0.5384615384615384,,,0.3076923076923077,0.15384615384615385,,0.9577464788732394,0.04225352112676056,,,0,0
284,1430,8,3,3,3,2,476.6666666666667,178.75,2.6666666666666665,,,0.8741258741258742,,0.1258741258741259,,,0.625,,0.375,,0.5244755244755245,0.1258741258741259,0.34965034965034963,,1,0
285,11090,42,19,14,4,5,583.6842105263158,264.04761904761904,2.210526315789474,0.4977457168620379,0.07844905320108206,0.3539224526600541,0.04959422903516682,0.02028854824165915,0.30952380952380953,0.21428571428571427,0.35714285714285715,0.023809523809523808,0.09523809523809523,0.02479711451758341,0.5843101893597836,0.09332732191163211,0.2975653742110009,,0,0
286,11845,44,21,16,3,5,564.047619047619,269.20454545454544,2.0952380952380953,0.5673279864921908,0.16251582946390883,0.11650485436893204,0.13929928239763614,0.014352047277332207,0.36363636363636365,0.38636363636363635,0.11363636363636363,0.06818181818181818,0.06818181818181818,0.005065428450823132,0.6314900802026171,0.3634444913465597,,,0,0
287,4680,16,8,7,3,4,585.0,292.5,2.0,0.2329059829059829,0.11538461538461539,0.2670940170940171,0.38461538461538464,,0.1875,0.25,0.3125,0.25,,,0.5128205128205128,0.3076923076923077,,0.1794871794871795,1,1
288,2135,12,5,4,3,2,427.0,177.91666666666666,2.4,,,0.8665105386416861,,0.13348946135831383,,,0.5833333333333334,,0.4166666666666667,,0.351288056206089,0.5714285714285714,0.07728337236533958,,1,0
289,15240,53,22,14,5,5,692.7272727272727,287.54716981132077,2.409090909090909,0.5761154855643045,0.04757217847769029,0.2549212598425197,0.11482939632545931,0.006561679790026247,0.4716981132075472,0.1320754716981132,0.2830188679245283,0.07547169811320754,0.03773584905660377,0.054133858267716536,0.5436351706036745,0.15879265091863518,0.1489501312335958,0.09448818897637795,0,0
290,10885,53,22,14,5,5,494.77272727272725,205.37735849056602,2.409090909090909,0.49104271933853927,0.26090950849793293,0.08727606798346348,0.10105649977032613,0.059715204409738175,0.2641509433962264,0.39622641509433965,0.07547169811320754,0.03773584905660377,0.22641509433962265,0.016536518144235186,0.3412953605879651,0.4069820854386771,0.19384474046853467,0.04134129536058796,1,0
